first name,Email ID,Quantity,Events,Attendee Status,College Unknownme,How did you come to know about this event?,how do you know about this event ?,"Specify in ""Others"" (how did you come to know about this event)",Designation,Year of Graduation,City,CGPA,Experience with python (Months),Family Income,dummy family income,family income in lakh,Expected salary (Lakh),Leadership- skills
santosh,santosh@xyz.com,1,Art of Resume Building,Attending,"Vishwakarma Institute of Technology, Pune",Whatsapp,Whatsapp,,Students,2024,Santipur,9.7,4,0-2 Lakh,0-2 ,2,10,no
sakshi,sakshi@xyz.com,1,Art of Resume Building,Attending,"Priyadarshini college of engineering, Unknowngpur ",Whatsapp,Whatsapp,,Students,2023,Silguri,9.1,3,0-2 Lakh,0-2 ,2,15,yes
sudhir,sudhir@xyz.com,1,Art of Resume Building,Attending,New horizon institute of Technology and MaUnknowngement ,Whatsapp,Whatsapp,,Students,2025,Talmuk,7.8,4,0-2 Lakh,0-2 ,2,20,no 
vaibhavi,vaibhavi@xyz.com,1,Art of Resume Building,Attending,"Symbiosis Institute of Technology, Pune",Whatsapp,Whatsapp,,Students,2024,Siuri,8.5,7,0-2 Lakh,0-2 ,2,9,yes
revati,revati@xyz.com,1,Art of Resume Building,Attending,A. C. Patil College of Engineering,Whatsapp,Whatsapp,,Students,2023,Orchha,8.3,4,0-2 Lakh,0-2 ,2,8,no
sandesh,sandesh@xyz.com,1,Art of Resume Building,Attending,DKTE Society's Textile And Engineering Institute Ichalkaranji,Youtube | Facebook | Instagram | LinkedIn | Whatsapp | Email | Cloud Counselage Website,Youtube ,,Students,2025,Ujjain,8.5,7,0-2 Lakh,0-2 ,2,5,no
pradnya ,pradnya@xyz.com,1,Art of Resume Building,Attending,AP SHAH INSTITUTE OF TECHNOLOGY ,Email,Email,,Students,2024,Akola,7.7,5,0-2 Lakh,0-2 ,2,21,no
suhas,suhas@xyz.com,1,Art of Resume Building,Attending,Don Bosco College of Engineering Fatorda Goa,Whatsapp,Whatsapp,,Students,2023,Aurangabad,7.5,5,0-2 Lakh,0-2 ,2,8,no
mayur,mayur@xyz.com,1,Art of Resume Building,Attending,"Vidyalankar Institute of Technology, Mumbai",Cloud Counselage Website,Cloud Counselage Website,,Students,2024,Bid,7.3,5,0-2 Lakh,0-2 ,2,9,yes
ramita,ramita@xyz.com,1,Art of Resume Building,Attending,GOVERNMENT POLYTECHNIC GANDHIUnknownGAR,Facebook,Facebook,,Students,2024,Jalgaon,6.6,7,0-2 Lakh,0-2 ,2,17,yes
bhushan,bhushan@xyz.com,1,Art of Resume Building,Attending,"Vishwakarma Institute of Technology, Pune",Others,Others,College,Students,2023,Thane,8.5,7,0-2 Lakh,0-2 ,2,21,no
ganesh,ganesh@xyz.com,1,Art of Resume Building,Attending,"KLE Society's College of BCA, RLS Institute, Belagavi",Others,Others,College,Students,2024,Navi Mumbai,7.7,5,0-2 Lakh,0-2 ,2,8,no
dhruv,dhruv@xyz.com,1,Art of Resume Building,Attending,St.Francis Institute of Technology,Email | Cloud Counselage Website,Email ,,Students,2025,Nagpur,7.9,5,0-2 Lakh,0-2 ,2,8,yes
abhay,abhay@xyz.com,1,Art of Resume Building,Attending,"Symbiosis Institute of Technology, Pune",Email,Email,,Students,2023,Amritsar,7.7,3,0-2 Lakh,0-2 ,2,21,no
manan,manan@xyz.com,1,Art of Resume Building,Attending,A. C. Patil College of Engineering,Whatsapp,Whatsapp,,Students,2026,Sangrur,6.5,5,0-2 Lakh,0-2 ,2,24,no
suraj,suraj@xyz.com,1,Art of Resume Building,Attending,LOKMANYA TILAK COLLEGE OF ENGINEERING KOPARKHAIRANE UnknownVI MUMBAI,Email,Email,,Students,2024,Jaipur,9.3,3,0-2 Lakh,0-2 ,2,18,yes
kalyani,kalyani@xyz.com,1,Art of Resume Building,Attending,"Priyadarshini college of engineering, Unknowngpur ",Whatsapp,Whatsapp,,Students,2023,Jalor,6.9,7,0-2 Lakh,0-2 ,2,9,yes
sarthak,sarthak@xyz.com,1,Art of Resume Building,Attending,adhiyamaan college of engineering,Email,Email,,Students,2023,Sikar,9.5,3,0-2 Lakh,0-2 ,2,8,no
asis ,asis@xyz.com,1,Art of Resume Building,Attending,pillai college of engineering new panvel,Whatsapp,Whatsapp,,Students,2023,Amreli,7.5,4,0-2 Lakh,0-2 ,2,9,no
prathamesh,prathamesh@xyz.com,1,Art of Resume Building,Attending,"s.i.e.s. graduate school of technology, nerul, Unknownvi mumbai",Email | Cloud Counselage Website,Email ,,Students,2023,Jamnagar,9.6,7,0-2 Lakh,0-2 ,2,19,yes
aman,aman@xyz.com,1,Art of Resume Building,Attending,"kle society's college of bca, rls institute, belagavi",Youtube | Whatsapp,Youtube ,,Students,2023,Navsari,8,4,0-2 Lakh,0-2 ,2,23,yes
archana,archana@xyz.com,1,Art of Resume Building,Attending,government polytechnic gandhiUnknowngar,Others,Others,College,Students,2025,Rajkot,9.1,5,0-2 Lakh,0-2 ,2,9,no
gauri,gauri@xyz.com,1,Art of Resume Building,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Cloud Counselage Website,Cloud Counselage Website,,Students,2025,Surat,6.7,7,0-2 Lakh,0-2 ,2,7,no
vitthal,vitthal@xyz.com,1,Art of Resume Building,Attending,late g. n. sapkal college of engineering,Email,Email,,Students,2024,Tirupati,7.3,3,0-2 Lakh,0-2 ,2,9,no
shubhangi,shubhangi@xyz.com,1,Art of Resume Building,Attending,wilson college ,Others,Others,College,Students,2026,Nagaon,6.9,4,0-2 Lakh,0-2 ,2,19,no 
mayuri,mayuri@xyz.com,1,Art of Resume Building,Attending,g h raisoni institut of engineering and technology pune,Whatsapp | Others,Whatsapp ,College,Students,2024,Dehri,7.3,4,0-2 Lakh,0-2 ,2,10,no
sukanya,sukanya@xyz.com,1,Art of Resume Building,Attending,government polytechnic gandhiUnknowngar,Whatsapp,Whatsapp,,Students,2025,Chapra,7.9,7,0-2 Lakh,0-2 ,2,10,no
anuja,anuja@xyz.com,1,Art of Resume Building,Attending,"kle society's college of bca, rls institute, belagavi",Others,Others,College,Students,2024,Haijipur,9.3,5,0-2 Lakh,0-2 ,2,12,no
sudarshan,sudarshan@xyz.com,1,Art of Resume Building,Attending,st.francis institute of technology,Whatsapp | Email,Whatsapp ,,Students,2023,Kaithar,8.4,7,0-2 Lakh,0-2 ,2,21,no
dipak,dipak@xyz.com,1,Art of Resume Building,Attending,"symbiosis institute of technology, pune",Whatsapp,Whatsapp,,Students,2025,Patna,8.7,3,0-2 Lakh,0-2 ,2,8,yes
manali,manali@xyz.com,1,Art of Resume Building,Attending,Unknown,Whatsapp,Whatsapp,,Students,2025,Bhilai,9.1,7,0-2 Lakh,0-2 ,2,19,no
sushmita ,sushmita@xyz.com,1,Art of Resume Building,Attending,d y patil institute of mca and maUnknowngement akurdi pune,Cloud Counselage Website,Cloud Counselage Website,,Students,2024,Durg,9.7,5,0-2 Lakh,0-2 ,2,7,no
saurabh,saurabh@xyz.com,1,Art of Resume Building,Attending,don bosco college of engineering fatorda goa,Whatsapp,Whatsapp,,Students,2025,Daman,6.5,5,0-2 Lakh,0-2 ,2,9,no
gayatri,gayatri@xyz.com,1,Art of Resume Building,Attending,st xavier's college ,Whatsapp,Whatsapp,,Students,2024,Silvassa,9.3,4,0-2 Lakh,0-2 ,2,24,no
suvarna,suvarna@xyz.com,1,Art of Resume Building,Attending,"s.i.e.s. graduate school of technology, nerul, Unknownvi mumbai",Whatsapp,Whatsapp,,Students,2023,New Delhi,6.5,7,0-2 Lakh,0-2 ,2,11,no
kiran,kiran@xyz.com,1,Art of Resume Building,Attending,government polytechnic gandhiUnknowngar,Whatsapp,Whatsapp,,Students,2025,Madgaon,9.1,4,0-2 Lakh,0-2 ,2,8,yes
ayush,ayush@xyz.com,1,Art of Resume Building,Attending,"symbiosis institute of technology, pune",Whatsapp,Whatsapp,,Students,2025,Morbi,9.3,5,0-2 Lakh,0-2 ,2,8,yes
vipul ,vipul@xyz.com,1,Art of Resume Building,Attending,"mit academy of engineering ,alandi",Whatsapp,Whatsapp,,Students,2023,Nadiad,7.1,4,0-2 Lakh,0-2 ,2,19,no
ketan,ketan@xyz.com,1,Art of Resume Building,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Whatsapp,,Students,2024,Rajkot,7.4,3,0-2 Lakh,0-2 ,2,18,no
aryan,aryan@xyz.com,1,Art of Resume Building,Attending,adhiyamaan college of engineering,Others,Others,College,Students,2023,Jind,7.1,4,0-2 Lakh,0-2 ,2,7,no
purva,purva@xyz.com,1,Art of Resume Building,Attending,"vishwakarma institute of technology, pune",Whatsapp,Whatsapp,,Students,2024,Kangra,6.7,3,0-2 Lakh,0-2 ,2,6,yes
pravin,pravin@xyz.com,1,Art of Resume Building,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,Whatsapp,,Students,2023,Shimla,8.7,3,0-2 Lakh,0-2 ,2,5,yes
isha,isha@xyz.com,1,Art of Resume Building,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,Whatsapp,,Students,2026,Anantnag,8.9,4,0-2 Lakh,0-2 ,2,9,no
riddhi,riddhi@xyz.com,1,Art of Resume Building,Attending,"priyadarshini college of engineering, Unknowngpur ",Whatsapp,Whatsapp,,Students,2023,Baramula,7.4,7,0-2 Lakh,0-2 ,2,5,no
ajit,ajit@xyz.com,1,Art of Resume Building,Attending,wilson college ,Whatsapp,Whatsapp,,Students,2023,Udhampur,8.1,5,0-2 Lakh,0-2 ,2,5,no
abhijeet,abhijeet@xyz.com,1,Art of Resume Building,Attending,ap shah institute of technology ,Youtube | Whatsapp,Youtube ,,Students,2024,Mysuru,9.5,5,0-2 Lakh,0-2 ,2,7,no
ram,ram@xyz.com,1,Art of Resume Building,Attending,"s.i.e.s. graduate school of technology, nerul, Unknownvi mumbai",Whatsapp,Whatsapp,,Students,2025,Dhar,6.7,3,0-2 Lakh,0-2 ,2,5,no
dipali ,dipali@xyz.com,1,Art of Resume Building,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,Whatsapp,,Students,2023,Orchha,9.5,3,0-2 Lakh,0-2 ,2,5,no 
vidya,vidya@xyz.com,1,Art of Resume Building,Attending,dkte society's textile and engineering institute ichalkaranji,Facebook,Facebook,,Students,2026,Buldhana,9.9,4,0-2 Lakh,0-2 ,2,13,no
nitesh,nitesh@xyz.com,1,Art of Resume Building,Attending,"thakur institute of maUnknowngement studies, career development & research - [timscdr]",Whatsapp,Whatsapp,,Students,2024,Dhule,7.6,3,0-2 Lakh,0-2 ,2,11,no
arun ,arun@xyz.com,1,Art of Resume Building,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Whatsapp,,Students,2023,Thane,7.4,5,0-2 Lakh,0-2 ,2,18,yes
shravani,shravani@xyz.com,1,Art of Resume Building,Attending,chhattisgarh swami vivekaUnknownnda technical university teaching department bhilai,Whatsapp,Whatsapp,,Students,2023,Navi Mumbai,9.2,7,0-2 Lakh,0-2 ,2,25,no 
esha ,esha@xyz.com,1,Art of Resume Building,Attending,government polytechnic gandhiUnknowngar,Whatsapp,Whatsapp,,Students,2025,Solapur,6.5,7,0-2 Lakh,0-2 ,2,6,no
sourabh,sourabh@xyz.com,1,Art of Resume Building,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,Whatsapp,,Students,2023,Vasai,6.7,4,0-2 Lakh,0-2 ,2,13,no 
pragati,pragati@xyz.com,1,Art of Resume Building,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,Whatsapp,,Students,2025,Puri,6.7,5,0-2 Lakh,0-2 ,2,12,yes
akshay,akshay@xyz.com,1,Art of Resume Building,Attending,"priyadarshini college of engineering, Unknowngpur ",Whatsapp,Whatsapp,,Students,2025,konark,9,4,0-2 Lakh,0-2 ,2,10,yes
chaitanya ,chaitanya@xyz.com,1,Art of Resume Building,Attending,"mit academy of engineering ,alandi",Facebook | Instagram,Facebook ,,Students,2026,Patiala,9.5,5,0-2 Lakh,0-2 ,2,20,no
shrinath,shrinath@xyz.com,1,Art of Resume Building,Attending,a. c. patil college of engineering,Email,Email,,Students,2024,Sangrur,8.1,7,0-2 Lakh,0-2 ,2,21,no
rajesh,rajesh@xyz.com,1,Art of Resume Building,Attending,wilson college ,Others,Others,College,Students,2025,Ajmer,9.7,5,0-2 Lakh,0-2 ,2,9,no
siddharth,siddharth@xyz.com,1,Art of Resume Building,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Whatsapp,,Students,2025,Amer,9.3,3,0-2 Lakh,0-2 ,2,9,no
rutika,rutika@xyz.com,1,Art of Resume Building,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,Whatsapp,,Students,2023,Barmer,9.1,3,0-2 Lakh,0-2 ,2,8,no
dhanashree,dhanashree@xyz.com,1,Art of Resume Building,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Whatsapp,,Students,2024,Bikaner,7.6,5,0-2 Lakh,0-2 ,2,7,yes
raksha,raksha@xyz.com,1,Art of Resume Building,Attending,g h raisoni institut of engineering and technology pune,Facebook,Facebook,,Students,2023,Jaipur,7.8,3,0-2 Lakh,0-2 ,2,21,yes
chandrakant,chandrakant@xyz.com,1,Art of Resume Building,Attending,government polytechnic gandhiUnknowngar,Cloud Counselage Website,Cloud Counselage Website,,Students,2024,Jalor,7.9,3,0-2 Lakh,0-2 ,2,5,no 
saniya,saniya@xyz.com,1,Art of Resume Building,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,Whatsapp,,Students,2025,Jhalwar,8.5,3,0-2 Lakh,0-2 ,2,16,no 
priti,priti@xyz.com,1,Art of Resume Building,Attending,"priyadarshini college of engineering, Unknowngpur ",Facebook,Facebook,,Students,2026,Pali,9.4,5,0-2 Lakh,0-2 ,2,7,no
kartik,kartik@xyz.com,1,Art of Resume Building,Attending,new horizon institute of technology and maUnknowngement ,Whatsapp,Whatsapp,,Students,2023,Gangtok,8.5,3,0-2 Lakh,0-2 ,2,9,no
piyush ,piyush@xyz.com,1,Art of Resume Building,Attending,"mit academy of engineering ,alandi",Whatsapp,Whatsapp,,Students,2025,Agartala,7.5,7,0-2 Lakh,0-2 ,2,17,no
raj,raj@xyz.com,1,Art of Resume Building,Attending,Unknown,Cloud Counselage Website,Cloud Counselage Website,,Students,2024,Gonda,6.6,4,0-2 Lakh,0-2 ,2,7,no 
shreya,shreya@xyz.com,1,Data Visualization using Power BI,Attending,g h raisoni institut of engineering and technology pune,Email,Email,,Students,2025,Talmuk,7.9,7,0-2 Lakh,0-2 ,2,12,no
siddhant,siddhant@xyz.com,1,Data Visualization using Power BI,Attending,government polytechnic gandhiUnknowngar,Email,Email,,Students,2025,Siuri,9.3,5,0-2 Lakh,0-2 ,2,23,no
parth,parth@xyz.com,1,Data Visualization using Power BI,Attending,g h raisoni institut of engineering and technology pune,Email,Email,,Students,2023,Satna,7.5,3,0-2 Lakh,0-2 ,2,13,yes
abu,abu@xyz.com,1,Data Visualization using Power BI,Attending,"ld college of engineering, ahmedabad, gujarat ",SPOC/ College Professor,SPOC/ College Professor,,Students,2025,Navi Mumbai,7.8,5,0-2 Lakh,0-2 ,2,10,no
khushal,khushal@xyz.com,1,Data Visualization using Power BI,Attending,"ld college of engineering, ahmedabad, gujarat ",Email,Email,,Students,2025,Nagpur,6.9,3,0-2 Lakh,0-2 ,2,10,yes
tushar,tushar@xyz.com,1,Data Visualization using Power BI,Attending,government polytechnic gandhiUnknowngar,Email,Email,,Students,2026,Mahe,6.7,3,0-2 Lakh,0-2 ,2,12,no 
varsha,varsha@xyz.com,1,Data Visualization using Power BI,Attending,"kle society's college of bca, rls institute, belagavi",Email | Cloud Counselage Website,Email ,,Students,2023,Sangrur,7.9,5,0-2 Lakh,0-2 ,2,9,no
mohit,mohit@xyz.com,1,Data Visualization using Power BI,Attending,late g. n. sapkal college of engineering,Whatsapp,Whatsapp,,Students,2023,Bikaner,6.4,7,0-2 Lakh,0-2 ,2,21,no
anmol,anmol@xyz.com,1,Data Visualization using Power BI,Attending,"mit academy of engineering ,alandi",Email,Email,,Students,2024,Jalor,6.6,7,0-2 Lakh,0-2 ,2,16,no
prathmesh ,prathmesh@xyz.com,1,Data Visualization using Power BI,Attending,a. c. patil college of engineering,Email,Email,,Students,2025,Jhalwar,7.8,5,0-2 Lakh,0-2 ,2,21,no
vaishali,vaishali@xyz.com,1,Data Visualization using Power BI,Attending,don bosco college of engineering fatorda goa,SPOC/ College Professor,SPOC/ College Professor,,Students,2023,Dwarka,9.1,7,0-2 Lakh,0-2 ,2,17,yes
rishikesh,rishikesh@xyz.com,1,Data Visualization using Power BI,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Whatsapp,,Students,2023,Junagadh,6.5,7,0-2 Lakh,0-2 ,2,8,no
shailesh,shailesh@xyz.com,1,Data Visualization using Power BI,Attending,government polytechnic gandhiUnknowngar,Whatsapp,Whatsapp,,Students,2024,Nadiad,7.6,3,0-2 Lakh,0-2 ,2,7,no
shantanu,shantanu@xyz.com,1,Data Visualization using Power BI,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,Whatsapp,,Students,2023,Navsari,6.5,7,0-2 Lakh,0-2 ,2,25,no
lalit,lalit@xyz.com,1,Data Visualization using Power BI,Attending,"priyadarshini college of engineering, Unknowngpur ",Whatsapp | SPOC/ College Professor,Whatsapp ,,Students,2024,Surat,9.2,4,0-2 Lakh,0-2 ,2,24,yes
mamta,mamta@xyz.com,1,Data Visualization using Power BI,Attending,"symbiosis institute of technology, pune",Whatsapp,Whatsapp,,Students,2024,Faridabad,8.3,5,0-2 Lakh,0-2 ,2,17,yes
roshan,roshan@xyz.com,1,Data Visualization using Power BI,Attending,"mit academy of engineering ,alandi",Whatsapp,Whatsapp,,Students,2025,Gurugram,9.2,7,0-2 Lakh,0-2 ,2,18,yes
atharva ,atharva@xyz.com,1,Data Visualization using Power BI,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Whatsapp,,Students,2025,Kaithal,7.1,5,0-2 Lakh,0-2 ,2,8,no
anjali,anjali@xyz.com,1,Data Visualization using Power BI,Attending,don bosco college of engineering fatorda goa,SPOC/ College Professor,SPOC/ College Professor,,Students,2025,Gorakhpur,7.9,4,0-2 Lakh,0-2 ,2,6,no 
vanshita ,vanshita@xyz.com,1,Data Visualization using Power BI,Attending,pillai college of engineering new panvel,Whatsapp,Whatsapp,,Students,2024,Hamirpur,7.2,5,0-2 Lakh,0-2 ,2,7,no 
surajkumar,surajkumar@xyz.com,1,Data Visualization using Power BI,Attending,"s.i.e.s. graduate school of technology, nerul, Unknownvi mumbai",Whatsapp,Whatsapp,,Students,2025,Jhansi,8.7,3,0-2 Lakh,0-2 ,2,5,no
aarti,aarti@xyz.com,1,Data Visualization using Power BI,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,Whatsapp,,Students,2024,Varanasi,9.1,5,0-2 Lakh,0-2 ,2,5,no
ujwala,ujwala@xyz.com,1,Data Visualization using Power BI,Attending,government polytechnic gandhiUnknowngar,Whatsapp,Whatsapp,,Students,2023,Alipore,6.7,4,0-2 Lakh,0-2 ,2,9,no
neha,neha@xyz.com,1,Data Visualization using Power BI,Attending,"vishwakarma institute of technology, pune",Whatsapp,Whatsapp,,Students,2024,Durgapur,8.2,3,0-2 Lakh,0-2 ,2,8,yes
sapna,sapna@xyz.com,1,Data Visualization using Power BI,Attending,"kle society's college of bca, rls institute, belagavi",SPOC/ College Professor,SPOC/ College Professor,,Students,2025,Hugli,6.5,5,0-2 Lakh,0-2 ,2,9,yes
taksh,taksh@xyz.com,1,Data Visualization using Power BI,Attending,"priyadarshini college of engineering, Unknowngpur ",Whatsapp | SPOC/ College Professor,Whatsapp ,,Students,2023,Kolkata,8.7,7,0-2 Lakh,0-2 ,2,13,no 
anushree ,anushree@xyz.com,1,Data Visualization using Power BI,Attending,st.francis institute of technology,Whatsapp,Whatsapp,,Students,2025,Malda,9.1,5,0-2 Lakh,0-2 ,2,15,no 
vishnu,vishnu@xyz.com,1,Data Visualization using Power BI,Attending,"symbiosis institute of technology, pune",Whatsapp,Whatsapp,,Students,2024,Siliguri,7.3,7,0-2 Lakh,0-2 ,2,5,no
milind,milind@xyz.com,1,Data Visualization using Power BI,Attending,a. c. patil college of engineering,Whatsapp,Whatsapp,,Students,2023,Siuri,9.2,4,0-2 Lakh,0-2 ,2,20,no
sonu,sonu@xyz.com,1,Data Visualization using Power BI,Attending,wilson college ,Email,Email,,Students,2025,Talmuk,7.8,3,0-2 Lakh,0-2 ,2,14,yes
faizan,faizan@xyz.com,1,Data Visualization using Power BI,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Whatsapp,,Students,2023,Talmuk,7.9,7,0-2 Lakh,0-2 ,2,16,no
vaidehi ,vaidehi@xyz.com,1,Data Visualization using Power BI,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,Whatsapp,,Students,2024,Siuri,9.9,5,0-2 Lakh,0-2 ,2,9,no
madhur ,madhur@xyz.com,1,Data Visualization using Power BI,Attending,ap shah institute of technology ,Email,Email,,Students,2024,Vidisha,6.2,7,0-2 Lakh,0-2 ,2,8,no 
shreyash ,shreyash@xyz.com,1,Data Visualization using Power BI,Attending,don bosco college of engineering fatorda goa,Whatsapp,Whatsapp,,Students,2025,Akola,9.1,3,0-2 Lakh,0-2 ,2,21,no 
khushi,khushi@xyz.com,1,Data Visualization using Power BI,Attending,st xavier's college ,Whatsapp,Whatsapp,,Students,2024,Bhandara,9.5,5,0-2 Lakh,0-2 ,2,21,yes
bhumika,bhumika@xyz.com,1,Data Visualization using Power BI,Attending,"s.i.e.s. graduate school of technology, nerul, Unknownvi mumbai",Whatsapp,Whatsapp,,Students,2026,Bid,8.4,4,0-2 Lakh,0-2 ,2,9,no
ricky,ricky@xyz.com,1,Data Visualization using Power BI,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,Whatsapp,,Students,2023,Buldhana,9.9,7,0-2 Lakh,0-2 ,2,25,no
jayesh ,jayesh@xyz.com,1,Data Visualization using Power BI,Attending,late g. n. sapkal college of engineering,Whatsapp,Whatsapp,,Students,2026,Nanded,8.5,5,0-2 Lakh,0-2 ,2,9,yes
mihir,mihir@xyz.com,1,Data Visualization using Power BI,Attending,wilson college ,Email,Email,,Students,2025,Sangrur,7.5,4,0-2 Lakh,0-2 ,2,11,yes
nikhil ,nikhil@xyz.com,1,Data Visualization using Power BI,Attending,dkte society's textile and engineering institute ichalkaranji,Email | SPOC/ College Professor,Email ,,Students,2023,Amer,6.4,5,0-2 Lakh,0-2 ,2,19,no
prajakta ,prajakta@xyz.com,1,Data Visualization using Power BI,Attending,"vidyalankar institute of technology, mumbai",SPOC/ College Professor,SPOC/ College Professor,,Students,2025,Jalor,7.6,3,0-2 Lakh,0-2 ,2,8,no
smith ,smith@xyz.com,1,Data Visualization using Power BI,Attending,silicon institute of technology,Whatsapp,Whatsapp,,Students,2025,Jodhpur,7.7,3,0-2 Lakh,0-2 ,2,7,no
mehul ,mehul@xyz.com,1,Data Visualization using Power BI,Attending,pillai college of engineering new panvel,Whatsapp,Whatsapp,,Students,2023,Sikar,7.6,5,0-2 Lakh,0-2 ,2,25,yes
jay,jay@xyz.com,1,Data Visualization using Power BI,Attending,government polytechnic gandhiUnknowngar,Whatsapp,Whatsapp,,Students,2025,Jamnagar,6.9,7,0-2 Lakh,0-2 ,2,15,no
prajwal,prajwal@xyz.com,1,Data Visualization using Power BI,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,Whatsapp,,Students,2023,Junagadh,7.2,5,0-2 Lakh,0-2 ,2,17,no
sasank,sasank@xyz.com,1,Data Visualization using Power BI,Attending,government polytechnic gandhiUnknowngar,Email,Email,,Students,2023,Navsari,6.9,3,0-2 Lakh,0-2 ,2,12,no
meet,meet@xyz.com,1,Data Visualization using Power BI,Attending,"kle society's college of bca, rls institute, belagavi",SPOC/ College Professor,SPOC/ College Professor,,Students,2023,Surat,7.3,4,0-2 Lakh,0-2 ,2,10,no
anurag,anurag@xyz.com,1,Data Visualization using Power BI,Attending,st.francis institute of technology,SPOC/ College Professor,SPOC/ College Professor,,Students,2024,Ambala,8.7,7,0-2 Lakh,0-2 ,2,12,yes
asher,asher@xyz.com,1,Data Visualization using Power BI,Attending,"ld college of engineering, ahmedabad, gujarat ",Email,Email,,Students,2023,Tezpur,9.7,3,0-2 Lakh,0-2 ,2,16,no
avinash,avinash@xyz.com,1,Data Visualization using Power BI,Attending,"symbiosis institute of technology, pune",Whatsapp,Whatsapp,,Students,2024,Jalgaon,8.6,7,0-2 Lakh,0-2 ,2,21,yes
girish,girish@xyz.com,1,Data Visualization using Power BI,Attending,"ld college of engineering, ahmedabad, gujarat ",Others,Others,College,Students,2025,Mumbai,7.5,4,0-2 Lakh,0-2 ,2,7,yes
